id_user,first_name,last_name,kesalahan_analogi_verbal,kesalahan_silogisme,kesalahan_analitis,kesalahan_berhitung,kesalahan_deret_angka,kesalahan_perbandingan_kuantitatif,kesalahan_soal_cerita,kesalahan_analogi_figural,kesalahan_ketidaksamaan,kesalahan_serial,kesalahan_nasionalisme,kesalahan_integritas,kesalahan_bela_negara,kesalahan_pilar_negara,kesalahan_bahasa_indonesia,skor_pelayanan_publik,skor_jejaring_kerja,skor_sosial_budaya,skor_tik,skor_profesionalisme,skor_anti_radikalisme,total_kesalahan_tiu,total_kesalahan_twk,total_skor_tkp,label_tiu,label_twk,label_tkp
721,Dewi,Hidayat,3,0,0,2,3,4,2,2,2,4,3,2,6,5,5,25,16,19,34,18,10,22,21,122,Rendah,Rendah,Rendah
722,Hadi,Wibowo,1,0,2,1,1,2,4,2,1,4,2,5,5,1,6,33,13,11,39,31,9,18,19,136,Sedang,Rendah,Rendah
723,Joko,Wibowo,0,3,0,1,3,2,4,0,0,0,1,6,4,1,2,25,20,24,25,1,17,13,14,112,Tinggi,Sedang,Rendah
724,Siti,Lestari,3,1,2,1,2,3,2,2,4,3,4,0,6,6,1,18,24,25,7,30,12,23,17,116,Rendah,Sedang,Rendah
725,Siti,Siregar,3,2,3,3,2,1,4,1,4,3,5,5,5,3,6,27,20,25,19,38,31,26,24,160,Rendah,Rendah,Rendah
726,Agus,Santoso,1,2,3,3,3,3,0,4,3,3,6,5,4,4,1,32,10,14,8,16,15,25,20,95,Rendah,Rendah,Rendah
727,Hadi,Siregar,1,1,3,3,0,0,0,3,3,3,4,4,5,2,0,32,25,12,24,20,26,17,15,139,Sedang,Sedang,Rendah
728,Lina,Lestari,1,1,1,0,3,4,0,2,1,4,2,6,2,2,1,3,15,22,3,9,13,17,13,65,Sedang,Tinggi,Rendah
729,Agus,Santoso,2,2,3,3,1,0,3,0,4,2,6,0,5,1,2,8,14,17,9,21,3,20,14,72,Rendah,Sedang,Rendah
730,Joko,Wibowo,0,0,0,2,2,0,4,3,0,2,0,3,3,5,2,21,17,24,16,8,3,13,13,89,Tinggi,Tinggi,Rendah
731,Putra,Hidayat,2,0,0,1,3,4,4,3,3,1,5,6,5,0,6,11,13,34,8,3,28,21,22,97,Rendah,Rendah,Rendah
732,Hadi,Hidayat,1,2,0,2,3,3,2,4,4,3,4,2,1,1,5,32,10,35,28,40,14,24,13,159,Rendah,Tinggi,Rendah
733,Joko,Santoso,2,3,3,2,2,2,3,4,3,4,5,3,1,3,0,20,32,21,13,29,15,28,12,130,Rendah,Tinggi,Rendah
734,Siti,Santoso,0,3,3,1,2,1,4,0,0,1,6,6,3,5,1,16,8,15,33,37,24,15,21,133,Tinggi,Rendah,Rendah
735,Rina,Siregar,2,0,2,0,2,0,1,4,4,0,4,0,0,0,1,28,29,28,1,3,20,15,5,109,Tinggi,Tinggi,Rendah
736,Joko,Siregar,1,1,3,2,0,2,2,4,4,3,2,0,3,5,5,12,17,23,4,9,37,22,15,102,Rendah,Sedang,Rendah
737,Joko,Wibowo,2,3,1,0,2,1,4,4,3,0,3,3,3,1,1,1,12,29,25,10,1,20,11,78,Rendah,Tinggi,Rendah
738,Joko,Wibowo,1,0,0,2,2,4,3,2,3,3,5,1,3,6,2,22,9,25,16,22,8,20,17,102,Rendah,Sedang,Rendah
739,Budi,Wibowo,2,0,2,2,0,3,1,4,3,3,2,4,4,1,4,35,8,2,39,40,8,20,15,132,Rendah,Sedang,Rendah
740,Budi,Santoso,3,1,2,0,2,4,2,2,0,3,0,3,6,0,5,27,28,17,33,40,3,19,14,148,Sedang,Sedang,Rendah
741,Joko,Hidayat,1,0,1,3,0,3,1,1,4,4,5,2,3,2,5,22,24,11,20,3,8,18,17,88,Sedang,Sedang,Rendah
742,Budi,Hidayat,2,2,0,1,0,3,4,0,4,3,5,2,5,5,2,12,29,26,19,21,4,19,19,111,Sedang,Rendah,Rendah
743,Joko,Santoso,0,1,0,0,3,1,0,2,4,3,0,3,5,3,3,29,12,11,38,39,21,14,14,150,Tinggi,Sedang,Rendah
744,Dewi,Santoso,1,0,1,0,3,2,4,2,2,3,6,4,6,4,1,1,21,19,26,37,36,18,21,140,Sedang,Rendah,Rendah
745,Sari,Wibowo,1,1,3,0,2,1,2,1,2,0,4,3,0,4,4,28,13,32,29,36,23,13,15,161,Tinggi,Sedang,Rendah
746,Lina,Hidayat,2,3,1,1,1,2,2,2,4,2,0,1,5,3,1,10,35,9,17,39,8,20,10,118,Rendah,Tinggi,Rendah
747,Hadi,Lestari,3,3,1,0,2,1,4,0,1,4,6,4,1,1,2,5,18,27,30,17,36,19,14,133,Sedang,Sedang,Rendah
748,Hadi,Siregar,0,1,1,3,1,2,1,3,0,2,3,2,3,3,6,29,26,27,12,31,15,14,17,140,Tinggi,Sedang,Rendah
749,Lina,Santoso,2,1,3,1,3,1,2,0,4,3,1,6,1,5,1,8,22,2,30,31,20,20,14,113,Rendah,Sedang,Rendah
750,Joko,Wibowo,3,3,1,2,2,1,2,4,0,3,5,0,6,1,5,14,25,7,40,33,17,21,17,136,Rendah,Sedang,Rendah
751,Putra,Siregar,3,3,0,2,1,4,2,1,2,4,6,2,0,5,1,32,18,9,40,15,33,22,14,147,Rendah,Sedang,Rendah
752,Rina,Wibowo,0,2,2,3,0,1,1,3,1,4,2,2,1,3,6,24,14,19,34,32,19,17,14,142,Sedang,Sedang,Rendah
753,Agus,Siregar,1,2,1,0,0,2,4,3,3,3,1,4,2,2,6,32,30,6,25,14,16,19,15,123,Sedang,Sedang,Rendah
754,Lina,Wibowo,0,3,3,1,2,1,3,3,4,2,5,5,4,1,3,18,27,28,31,36,3,22,18,143,Rendah,Rendah,Rendah
755,Hadi,Wibowo,1,1,2,0,0,0,2,4,3,0,1,1,1,2,6,1,9,31,27,31,25,13,11,124,Tinggi,Tinggi,Rendah
756,Lina,Wibowo,1,2,0,3,1,2,2,0,0,1,4,4,2,6,3,6,25,5,39,26,5,12,19,106,Tinggi,Rendah,Rendah
757,Hadi,Wibowo,0,0,0,0,2,3,1,3,1,2,3,5,6,6,1,2,31,34,26,34,39,12,21,166,Tinggi,Rendah,Sedang
758,Sari,Lestari,0,2,0,0,1,3,0,3,1,4,3,0,4,4,6,35,25,29,36,22,23,14,17,170,Tinggi,Sedang,Sedang
759,Sari,Lestari,2,2,2,2,1,4,2,4,3,2,1,3,6,4,0,29,10,14,27,26,38,24,14,144,Rendah,Sedang,Rendah
760,Lina,Siregar,3,3,0,2,2,1,4,1,2,2,3,3,0,4,2,1,34,23,29,10,7,20,12,104,Rendah,Tinggi,Rendah
761,Budi,Wibowo,1,2,1,1,0,3,3,2,1,3,4,0,3,2,3,29,21,14,17,15,20,17,12,116,Sedang,Tinggi,Rendah
762,Siti,Santoso,3,3,0,1,3,3,0,4,1,1,0,0,0,4,5,35,19,16,12,38,39,19,9,159,Sedang,Tinggi,Rendah
763,Lina,Siregar,1,0,0,1,1,1,0,1,4,2,3,0,0,0,4,1,14,6,7,21,10,11,7,59,Tinggi,Tinggi,Rendah
764,Lina,Santoso,0,1,3,1,0,2,0,1,1,4,6,5,5,3,3,16,8,28,31,11,8,13,22,102,Tinggi,Rendah,Rendah
765,Sari,Lestari,1,3,0,0,0,3,0,0,2,0,0,1,3,5,1,21,28,31,10,31,37,9,10,158,Tinggi,Tinggi,Rendah
766,Siti,Santoso,0,2,1,1,2,4,3,0,2,2,1,3,1,5,3,35,23,28,35,4,18,17,13,143,Sedang,Tinggi,Rendah
767,Budi,Santoso,1,2,2,3,2,2,2,1,4,1,4,0,2,5,6,10,5,34,40,32,38,20,17,159,Rendah,Sedang,Rendah
768,Sari,Lestari,3,1,3,1,0,2,1,3,2,3,2,1,3,6,2,30,3,31,23,25,27,19,14,139,Sedang,Sedang,Rendah
769,Dewi,Wibowo,0,0,3,2,0,1,1,4,1,0,3,2,0,4,2,25,23,27,11,7,32,12,11,125,Tinggi,Tinggi,Rendah
770,Budi,Santoso,1,3,1,3,0,4,4,4,1,1,3,4,3,4,2,9,23,23,18,13,4,22,16,90,Rendah,Sedang,Rendah
771,Lina,Siregar,0,3,0,3,1,4,1,4,1,3,0,6,1,1,2,28,30,31,18,38,31,20,10,176,Rendah,Tinggi,Sedang
772,Sari,Santoso,1,2,3,2,0,3,2,0,2,2,2,4,0,2,5,28,20,30,18,8,1,17,13,105,Sedang,Tinggi,Rendah
773,Dewi,Siregar,2,1,0,3,0,3,1,2,1,2,2,0,4,6,3,31,28,9,11,21,2,15,15,102,Tinggi,Sedang,Rendah
774,Siti,Siregar,2,1,2,3,1,1,3,2,3,2,2,6,6,4,6,9,33,4,31,13,16,20,24,106,Rendah,Rendah,Rendah
775,Dewi,Santoso,3,1,0,1,1,2,3,3,4,1,1,5,5,3,4,19,26,35,27,21,4,19,18,132,Sedang,Rendah,Rendah
776,Agus,Hidayat,2,0,2,0,0,3,1,4,4,4,6,5,1,4,3,5,5,6,21,3,40,20,19,80,Rendah,Rendah,Rendah
777,Agus,Santoso,1,3,0,1,1,0,2,1,0,2,0,2,1,0,5,2,30,29,17,9,36,11,8,123,Tinggi,Tinggi,Rendah
778,Siti,Lestari,3,0,3,1,3,4,4,3,0,0,4,5,0,2,6,22,10,11,38,31,30,21,17,142,Rendah,Sedang,Rendah
779,Hadi,Lestari,2,0,0,3,3,2,1,0,1,0,4,3,5,1,1,16,34,9,31,1,14,12,14,105,Tinggi,Sedang,Rendah
780,Joko,Siregar,1,1,0,3,1,0,1,3,1,2,3,1,4,5,3,33,17,19,38,29,14,13,16,150,Tinggi,Sedang,Rendah
781,Joko,Santoso,0,0,2,1,0,0,0,4,1,4,5,4,4,3,0,33,11,24,22,12,30,12,16,132,Tinggi,Sedang,Rendah
782,Agus,Santoso,2,1,2,0,2,1,3,2,3,2,5,1,3,5,2,14,14,19,36,38,26,18,16,147,Sedang,Sedang,Rendah
783,Rina,Hidayat,0,3,3,2,1,3,2,1,1,1,2,6,6,0,4,15,33,15,28,9,31,17,18,131,Sedang,Rendah,Rendah
784,Budi,Lestari,0,2,2,3,0,2,1,0,3,1,5,1,3,5,6,17,9,3,21,5,24,14,20,79,Tinggi,Rendah,Rendah
785,Agus,Siregar,3,1,2,1,3,4,0,2,4,1,3,0,0,0,6,33,5,19,7,22,10,21,9,96,Rendah,Tinggi,Rendah
786,Putra,Lestari,2,3,0,0,1,0,3,3,0,4,1,3,5,3,3,23,24,35,27,30,17,16,15,156,Sedang,Sedang,Rendah
787,Agus,Wibowo,0,3,1,1,2,0,2,1,0,3,5,0,6,5,1,10,11,13,24,9,2,13,17,69,Tinggi,Sedang,Rendah
788,Agus,Wibowo,2,2,2,1,3,4,1,1,2,2,2,5,2,2,6,8,27,9,29,19,23,20,17,115,Rendah,Sedang,Rendah
789,Joko,Hidayat,3,0,1,1,2,2,1,3,1,1,3,1,1,1,2,33,35,29,11,4,37,15,8,149,Tinggi,Tinggi,Rendah
790,Budi,Wibowo,0,3,0,0,3,1,2,4,4,2,5,0,5,6,5,28,7,3,33,14,9,19,21,94,Sedang,Rendah,Rendah
791,Siti,Siregar,3,2,3,3,2,3,2,1,0,4,5,6,0,3,1,32,17,18,37,6,18,23,15,128,Rendah,Sedang,Rendah
792,Hadi,Siregar,3,0,3,2,1,1,2,3,3,1,3,0,4,2,1,19,32,3,33,20,9,19,10,116,Sedang,Tinggi,Rendah
793,Hadi,Siregar,2,2,0,1,1,0,1,1,3,1,2,0,2,3,5,32,25,1,35,2,33,12,12,128,Tinggi,Tinggi,Rendah
794,Rina,Hidayat,1,3,1,3,1,3,3,0,3,1,0,2,4,0,2,11,4,26,15,25,6,19,8,87,Sedang,Tinggi,Rendah
795,Sari,Hidayat,0,2,0,3,2,2,4,1,2,2,5,1,5,1,2,30,27,30,14,38,27,18,14,166,Sedang,Sedang,Sedang
796,Lina,Hidayat,1,0,3,1,2,3,4,2,1,1,0,3,2,3,2,18,1,11,38,17,28,18,10,113,Sedang,Tinggi,Rendah
797,Joko,Siregar,1,3,1,3,3,4,1,4,2,4,4,4,5,3,4,13,29,19,13,25,11,26,20,110,Rendah,Rendah,Rendah
798,Dewi,Siregar,2,0,2,1,3,2,2,4,3,3,5,2,5,6,0,15,10,11,24,28,38,22,18,126,Rendah,Rendah,Rendah
799,Sari,Santoso,3,3,1,3,3,1,3,3,1,0,3,3,2,5,3,21,5,34,32,26,31,21,16,149,Rendah,Sedang,Rendah
800,Rina,Wibowo,0,3,3,0,3,2,2,1,2,4,6,2,5,2,4,1,14,3,10,16,38,20,19,82,Rendah,Rendah,Rendah
801,Agus,Wibowo,0,2,3,3,2,1,4,4,4,2,5,6,3,5,3,28,14,23,31,20,8,25,22,124,Rendah,Rendah,Rendah
802,Siti,Siregar,1,3,1,3,3,0,4,1,1,3,4,0,0,4,1,28,23,17,17,36,15,20,9,136,Rendah,Tinggi,Rendah
803,Dewi,Siregar,1,1,1,2,2,2,0,4,4,1,1,3,2,1,3,29,30,33,7,33,27,18,10,159,Sedang,Tinggi,Rendah
804,Siti,Lestari,3,3,2,1,3,3,2,3,3,0,6,6,2,0,1,24,28,13,40,10,29,23,15,144,Rendah,Sedang,Rendah
805,Sari,Santoso,1,3,3,2,3,1,0,2,0,0,5,6,5,3,5,30,18,4,9,17,35,15,24,113,Tinggi,Rendah,Rendah
806,Sari,Santoso,0,0,3,3,2,1,4,3,2,0,0,3,4,5,3,23,27,6,4,40,33,18,15,133,Sedang,Sedang,Rendah
807,Siti,Siregar,2,1,3,1,0,2,1,3,2,2,0,3,4,0,4,11,16,27,4,8,6,17,11,72,Sedang,Tinggi,Rendah
808,Rina,Wibowo,3,3,3,0,0,0,0,2,2,4,5,2,1,5,6,27,21,13,13,35,7,17,19,116,Sedang,Rendah,Rendah
809,Siti,Siregar,2,2,1,1,2,3,0,4,1,2,0,4,2,3,3,10,23,10,27,23,1,18,12,94,Sedang,Tinggi,Rendah
810,Hadi,Santoso,1,2,0,1,1,1,3,4,2,2,0,1,5,5,1,2,19,17,24,14,14,17,12,90,Sedang,Tinggi,Rendah
811,Joko,Siregar,1,0,2,2,0,3,2,0,3,2,3,0,0,0,2,26,6,26,10,16,35,15,5,119,Tinggi,Tinggi,Rendah
812,Lina,Hidayat,3,3,3,1,3,0,0,1,3,2,0,5,6,5,5,25,29,20,32,17,31,19,21,154,Sedang,Rendah,Rendah
813,Hadi,Siregar,2,3,2,1,1,1,0,0,2,4,4,0,5,5,6,4,7,21,14,37,35,16,20,118,Sedang,Rendah,Rendah
814,Budi,Siregar,2,0,1,3,0,4,1,1,2,3,3,6,3,5,0,9,11,21,7,15,5,17,17,68,Sedang,Sedang,Rendah
815,Rina,Wibowo,3,1,0,0,3,1,2,2,3,4,1,0,2,4,6,15,31,7,21,13,8,19,13,95,Sedang,Tinggi,Rendah
816,Siti,Wibowo,3,1,2,1,2,4,2,0,2,4,3,4,4,1,1,19,31,9,31,14,34,21,13,138,Rendah,Tinggi,Rendah
817,Putra,Lestari,1,0,2,1,1,0,4,3,1,0,2,2,5,1,4,16,13,27,21,36,37,13,14,150,Tinggi,Sedang,Rendah
818,Siti,Siregar,3,1,2,2,0,4,2,4,0,1,0,3,1,4,5,33,31,32,40,13,10,19,13,159,Sedang,Tinggi,Rendah
819,Putra,Lestari,3,0,3,2,1,3,2,3,0,1,2,3,2,0,2,23,28,22,21,23,38,18,9,155,Sedang,Tinggi,Rendah
820,Siti,Santoso,0,2,2,1,1,1,2,0,2,3,1,3,0,2,4,23,32,26,8,31,11,14,10,131,Tinggi,Tinggi,Rendah
821,Putra,Siregar,0,1,0,0,3,4,0,2,4,2,2,6,1,4,4,33,19,19,8,3,14,16,17,96,Sedang,Sedang,Rendah
822,Lina,Santoso,1,3,1,0,0,1,2,2,1,3,5,2,0,4,0,16,18,31,12,30,26,14,11,133,Tinggi,Tinggi,Rendah
823,Dewi,Siregar,3,3,1,0,3,2,3,4,0,2,2,4,2,0,1,32,10,34,39,1,3,21,9,119,Rendah,Tinggi,Rendah
824,Budi,Hidayat,1,2,0,2,3,4,4,1,1,4,1,6,5,0,4,24,12,26,23,12,19,22,16,116,Rendah,Sedang,Rendah
825,Rina,Santoso,0,3,2,3,0,4,0,3,0,4,4,3,2,0,4,8,30,6,40,29,27,19,13,140,Sedang,Tinggi,Rendah
826,Agus,Siregar,2,0,2,3,3,3,1,4,4,4,1,0,3,6,1,23,24,20,26,19,29,26,11,141,Rendah,Tinggi,Rendah
827,Siti,Siregar,1,3,2,3,2,2,1,1,3,2,3,6,0,1,1,11,8,9,39,38,6,20,11,111,Rendah,Tinggi,Rendah
828,Dewi,Wibowo,2,1,1,0,1,0,1,4,0,2,1,1,5,5,4,29,18,12,12,8,15,12,16,94,Tinggi,Sedang,Rendah
829,Joko,Lestari,1,0,3,2,0,1,0,2,4,0,6,1,1,4,1,3,23,35,1,15,23,13,13,100,Tinggi,Tinggi,Rendah
830,Hadi,Lestari,1,1,0,1,0,3,2,0,4,4,2,5,1,6,3,11,21,13,4,5,26,16,17,80,Sedang,Sedang,Rendah
831,Rina,Hidayat,2,2,0,2,2,4,3,1,0,3,6,3,2,4,3,8,2,20,19,33,13,19,18,95,Sedang,Rendah,Rendah
832,Sari,Lestari,1,1,1,0,1,4,3,4,1,1,3,5,5,6,3,15,26,18,31,7,21,17,22,118,Sedang,Rendah,Rendah
833,Lina,Wibowo,1,3,2,0,1,2,4,0,2,1,0,4,5,0,3,11,33,24,38,5,38,16,12,149,Sedang,Tinggi,Rendah
834,Sari,Wibowo,2,0,0,3,2,4,0,3,0,2,5,2,4,3,2,35,5,33,38,32,15,16,16,158,Sedang,Sedang,Rendah
835,Putra,Wibowo,1,1,0,1,0,1,1,3,4,1,0,5,0,3,1,12,6,19,36,7,13,13,9,93,Tinggi,Tinggi,Rendah
836,Putra,Wibowo,0,2,1,1,0,2,1,3,0,1,3,5,5,6,4,1,27,27,3,12,8,11,23,78,Tinggi,Rendah,Rendah
837,Rina,Wibowo,1,0,2,3,2,4,2,1,2,0,1,0,0,2,1,18,6,23,29,34,9,17,4,119,Sedang,Tinggi,Rendah
838,Joko,Santoso,3,1,0,3,3,1,4,0,1,2,1,3,6,1,2,12,26,13,20,33,1,18,13,105,Sedang,Tinggi,Rendah
839,Siti,Siregar,3,0,3,3,2,3,2,3,3,4,5,1,6,0,2,33,18,17,14,19,40,26,14,141,Rendah,Sedang,Rendah
840,Siti,Siregar,3,0,1,1,2,2,3,0,4,4,2,5,1,6,3,10,13,17,5,30,26,20,17,101,Rendah,Sedang,Rendah
841,Sari,Lestari,1,0,1,3,3,3,2,2,3,4,0,4,4,2,5,8,20,21,8,29,18,22,15,104,Rendah,Sedang,Rendah
842,Agus,Wibowo,2,1,0,0,3,4,0,3,1,1,2,3,5,2,3,19,15,7,19,3,26,15,15,89,Tinggi,Sedang,Rendah
843,Siti,Wibowo,0,1,3,0,0,3,1,1,2,1,5,3,0,3,2,31,23,30,1,1,18,12,13,104,Tinggi,Tinggi,Rendah
844,Lina,Siregar,1,0,2,1,3,1,4,0,0,3,4,0,0,0,2,3,20,17,7,29,24,15,6,100,Tinggi,Tinggi,Rendah
845,Joko,Hidayat,2,1,0,1,2,1,3,4,0,2,0,5,6,4,5,25,35,3,1,30,3,16,20,97,Sedang,Rendah,Rendah
846,Rina,Hidayat,1,1,1,1,0,4,0,3,0,3,1,1,6,0,2,4,7,2,2,4,39,14,10,58,Tinggi,Tinggi,Rendah
847,Joko,Lestari,1,0,0,0,2,3,4,4,1,1,1,1,3,6,5,17,33,22,15,25,19,16,16,131,Sedang,Sedang,Rendah
848,Budi,Lestari,0,3,1,2,3,2,4,4,3,0,1,1,5,0,0,5,6,25,35,40,39,22,7,150,Rendah,Tinggi,Rendah
849,Hadi,Siregar,3,0,1,1,3,1,2,4,4,3,6,6,3,5,5,33,35,29,28,38,38,22,25,201,Rendah,Rendah,Tinggi
850,Siti,Lestari,1,1,0,2,0,3,0,3,1,2,0,0,4,6,6,29,31,19,15,37,37,13,16,168,Tinggi,Sedang,Sedang
851,Budi,Santoso,2,0,1,1,0,0,2,2,1,4,0,1,3,4,2,15,4,8,38,33,1,13,10,99,Tinggi,Tinggi,Rendah
852,Hadi,Hidayat,0,3,1,1,0,1,2,4,2,2,6,0,3,0,5,12,24,30,32,30,11,16,14,139,Sedang,Sedang,Rendah
853,Budi,Lestari,1,1,0,0,2,4,0,2,0,3,1,2,4,3,0,26,35,4,10,13,33,13,10,121,Tinggi,Tinggi,Rendah
854,Lina,Hidayat,2,3,2,0,1,4,0,4,0,0,5,5,1,0,4,34,1,8,14,22,11,16,15,90,Sedang,Sedang,Rendah
855,Budi,Siregar,2,0,1,2,2,4,0,0,3,0,0,3,3,1,0,27,28,1,14,11,12,14,7,93,Tinggi,Tinggi,Rendah
856,Dewi,Siregar,1,3,0,2,3,3,2,2,1,4,1,6,3,5,2,10,17,11,9,25,17,21,17,89,Rendah,Sedang,Rendah
857,Hadi,Wibowo,0,3,2,3,3,1,0,2,0,4,1,5,4,4,0,32,25,32,26,3,39,18,14,157,Sedang,Sedang,Rendah
858,Rina,Lestari,2,3,3,1,2,0,3,3,2,1,5,5,5,2,0,3,10,26,19,12,9,20,17,79,Rendah,Sedang,Rendah
859,Lina,Santoso,2,0,0,1,3,4,4,0,0,0,0,1,1,2,0,17,12,9,6,11,14,14,4,69,Tinggi,Tinggi,Rendah
860,Siti,Hidayat,3,3,2,1,1,2,4,4,2,3,4,4,5,0,5,8,28,26,1,16,31,25,18,110,Rendah,Rendah,Rendah
861,Rina,Hidayat,2,3,2,2,1,3,3,0,4,0,3,1,0,5,0,24,11,35,30,18,6,20,9,124,Rendah,Tinggi,Rendah
862,Dewi,Santoso,2,2,1,3,0,1,4,1,0,0,1,6,2,2,6,16,20,31,38,39,17,14,17,161,Tinggi,Sedang,Rendah
863,Sari,Wibowo,1,3,1,0,0,2,3,3,4,1,0,4,4,5,6,11,2,31,36,15,9,18,19,104,Sedang,Rendah,Rendah
864,Putra,Lestari,0,0,0,2,1,0,3,2,0,0,5,5,1,3,4,8,13,13,10,16,9,8,18,69,Tinggi,Rendah,Rendah
865,Hadi,Santoso,1,1,0,1,1,1,4,2,0,4,0,1,3,0,2,14,4,2,38,30,21,15,6,109,Tinggi,Tinggi,Rendah
866,Lina,Hidayat,2,0,1,2,3,0,2,1,1,4,6,2,3,1,2,31,15,27,13,6,2,16,14,94,Sedang,Sedang,Rendah
867,Rina,Wibowo,3,2,1,2,3,4,1,3,3,0,5,5,5,1,5,2,32,3,26,20,32,22,21,115,Rendah,Rendah,Rendah
868,Dewi,Santoso,1,0,0,1,3,4,2,4,3,3,1,1,2,6,5,32,12,7,20,4,35,21,15,110,Rendah,Sedang,Rendah
869,Sari,Wibowo,0,1,2,1,1,2,4,4,3,1,0,4,4,0,3,11,23,9,22,18,23,19,11,106,Sedang,Tinggi,Rendah
870,Lina,Hidayat,1,0,1,3,3,1,1,3,4,1,6,5,5,2,6,27,29,2,3,21,7,18,24,89,Sedang,Rendah,Rendah
871,Budi,Santoso,3,3,2,2,0,4,4,4,0,3,6,5,5,1,4,19,6,29,28,16,20,25,21,118,Rendah,Rendah,Rendah
872,Lina,Lestari,2,0,1,1,3,0,4,4,2,0,6,3,2,6,5,31,28,1,33,8,27,17,22,128,Sedang,Rendah,Rendah
873,Sari,Wibowo,0,0,0,2,0,4,2,1,3,0,4,3,5,2,2,2,2,9,38,22,20,12,16,93,Tinggi,Sedang,Rendah
874,Budi,Lestari,3,3,3,2,0,0,3,0,3,0,3,1,5,5,6,14,17,13,16,31,28,17,20,119,Sedang,Rendah,Rendah
875,Budi,Hidayat,3,2,3,2,0,3,1,3,3,2,2,2,5,3,2,13,34,4,40,7,29,22,14,127,Rendah,Sedang,Rendah
876,Dewi,Hidayat,0,0,3,3,3,0,2,4,0,3,1,3,5,1,4,34,13,18,23,38,15,18,14,141,Sedang,Sedang,Rendah
877,Dewi,Siregar,0,1,1,1,2,2,2,4,3,2,3,5,6,5,1,27,12,2,20,5,13,18,20,79,Sedang,Rendah,Rendah
878,Sari,Lestari,1,3,3,2,3,4,2,4,2,0,2,0,2,0,0,1,13,2,30,21,30,24,4,97,Rendah,Tinggi,Rendah
879,Dewi,Wibowo,1,1,1,1,1,2,4,3,4,3,5,3,4,4,1,4,5,27,22,3,6,21,17,67,Rendah,Sedang,Rendah
880,Lina,Siregar,2,0,1,3,3,2,1,1,0,0,1,0,2,1,2,26,21,31,39,26,9,13,6,152,Tinggi,Tinggi,Rendah
881,Rina,Wibowo,1,1,1,1,1,4,4,0,3,3,6,4,2,6,2,19,16,13,14,22,26,19,20,110,Sedang,Rendah,Rendah
882,Budi,Lestari,3,0,0,1,3,4,1,0,1,0,4,0,0,2,5,18,12,10,20,38,34,13,11,132,Tinggi,Tinggi,Rendah
883,Joko,Wibowo,3,2,3,1,3,3,1,4,0,0,6,4,3,2,2,2,2,3,22,10,23,20,17,62,Rendah,Sedang,Rendah
884,Siti,Hidayat,2,3,0,0,1,3,0,1,0,0,5,0,2,2,5,20,11,9,16,31,40,10,14,127,Tinggi,Sedang,Rendah
885,Siti,Siregar,2,1,2,2,0,4,1,1,0,3,4,6,0,6,3,18,7,24,26,18,3,16,19,96,Sedang,Rendah,Rendah
886,Rina,Lestari,3,3,1,3,3,1,1,0,0,3,3,2,5,1,6,31,20,14,35,8,36,18,17,144,Sedang,Sedang,Rendah
887,Dewi,Wibowo,2,2,3,3,1,2,0,4,4,0,5,2,4,2,0,4,16,5,23,10,37,21,13,95,Rendah,Tinggi,Rendah
888,Sari,Wibowo,0,3,3,2,2,4,2,0,3,1,2,1,3,0,4,30,30,5,39,13,32,20,10,149,Rendah,Tinggi,Rendah
889,Rina,Siregar,3,2,0,3,2,0,0,1,0,0,2,6,5,5,2,21,11,21,12,26,14,11,20,105,Tinggi,Rendah,Rendah
890,Joko,Wibowo,2,3,2,1,1,4,2,1,2,2,2,5,3,3,1,19,24,7,6,23,29,20,14,108,Rendah,Sedang,Rendah
891,Sari,Lestari,1,0,1,3,3,3,0,1,1,4,0,0,2,2,3,11,24,18,29,18,27,17,7,127,Sedang,Tinggi,Rendah
892,Hadi,Wibowo,0,2,3,0,2,4,1,1,0,2,4,3,3,6,2,18,25,7,38,17,25,15,18,130,Tinggi,Rendah,Rendah
893,Sari,Wibowo,0,0,0,3,2,2,1,0,1,1,2,5,3,1,6,15,14,24,18,23,8,10,17,102,Tinggi,Sedang,Rendah
894,Siti,Siregar,3,0,0,2,1,4,4,2,3,4,6,4,3,1,6,27,9,9,21,40,22,23,20,128,Rendah,Rendah,Rendah
895,Putra,Siregar,2,1,2,1,3,0,1,2,4,1,1,3,6,1,2,31,20,24,36,12,30,17,13,153,Sedang,Tinggi,Rendah
896,Budi,Santoso,3,1,0,2,0,2,1,3,2,3,3,4,6,5,3,3,19,18,17,9,34,17,21,100,Sedang,Rendah,Rendah
897,Dewi,Hidayat,1,3,0,2,3,1,1,0,1,1,1,1,6,1,1,4,24,8,11,39,5,13,10,91,Tinggi,Tinggi,Rendah
898,Rina,Santoso,3,2,3,2,3,4,4,2,1,2,0,3,0,1,5,32,4,26,7,11,19,26,9,99,Rendah,Tinggi,Rendah
899,Agus,Santoso,2,3,1,3,2,2,1,2,2,4,2,1,2,1,3,9,21,33,24,16,15,22,9,118,Rendah,Tinggi,Rendah
900,Joko,Wibowo,0,2,3,0,3,2,4,3,2,2,5,5,4,0,3,11,13,21,30,26,19,21,17,120,Rendah,Sedang,Rendah
901,Joko,Wibowo,1,1,1,0,2,3,3,0,1,0,0,5,0,0,2,27,24,6,13,1,26,12,7,97,Tinggi,Tinggi,Rendah
